表名,表注释,字段名,数据类型,是否可空,键类型,字段注释
sp_pd_dp_impact_section,防灾管理-影响区段信息（输电）,bureau_oid,varchar,YES,,所属地市局ID
sp_pd_dp_impact_section,防灾管理-影响区段信息（输电）,belong_team_oname,longtext,YES,,所属班组
sp_pd_dp_impact_section,防灾管理-影响区段信息（输电）,bureau_code,varchar,YES,,局编码
sp_pd_dp_impact_section,防灾管理-影响区段信息（输电）,section_base_id,varchar,YES,,隐患基本信息ID
sp_pd_dp_impact_section,防灾管理-影响区段信息（输电）,line_owner_uname,varchar,YES,,线路责任人名称
sp_pd_dp_impact_section,防灾管理-影响区段信息（输电）,voltage_grade,varchar,YES,,电压等级（非代码类字段）
sp_pd_dp_impact_section,防灾管理-影响区段信息（输电）,buried_depth,decimal,YES,,埋深
sp_pd_dp_impact_section,防灾管理-影响区段信息（输电）,belong_special_area,varchar,YES,,所属特殊区域（1.树木速长区 2.易受外力破坏区 3.易受外力碰撞区 4.飘挂物风险区 5.易发山火区 6.强风区 7.易冲刷区 8.滑坡沉陷区 9.微气象区 10.重冰区 11.雷击频繁区 12.重污区 13.鸟害区）
sp_pd_dp_impact_section,防灾管理-影响区段信息（输电）,device_owner_uname,varchar,YES,,设备主人名称
sp_pd_dp_impact_section,防灾管理-影响区段信息（输电）,belong_team_oid,varchar,YES,,所属班组ID
sp_pd_im_asset_catalog,工器具资产目录,id,varchar,NO,PRI,主键
sp_pd_im_asset_catalog,工器具资产目录,quantity_unit,varchar,YES,,计量单位
sp_pd_im_asset_catalog,工器具资产目录,catalog_name,varchar,YES,,目录名称
sp_pd_im_asset_catalog,工器具资产目录,create_time,datetime,YES,,创建时间
sp_pd_im_asset_catalog,工器具资产目录,bureau_code,varchar,YES,,局编码
sp_pd_im_asset_catalog,工器具资产目录,province_code,varchar,YES,,省编码
sp_pd_im_asset_catalog,工器具资产目录,creator_uname,varchar,YES,,创建人
sp_pd_im_asset_catalog,工器具资产目录,daily_check_cycle,decimal,YES,,日常检查周期（月）
sp_pd_im_asset_catalog,工器具资产目录,data_from,varchar,YES,,数据来源
sp_pd_im_asset_catalog,工器具资产目录,catalog_level,varchar,YES,,目录层级（1级，2级，3级，4级）
sp_pd_im_asset_catalog,工器具资产目录,check_cycle,decimal,YES,,检验周期（月）
sp_pd_im_asset_catalog,工器具资产目录,update_time,datetime,YES,,更新时间
sp_pd_im_asset_catalog,工器具资产目录,full_name,longtext,YES,,全路径
sp_pd_im_asset_catalog,工器具资产目录,parent_id,varchar,YES,,父节点ID
sp_pd_im_asset_catalog,工器具资产目录,optimistic_lock_version,varchar,YES,,乐观锁
sp_pd_im_asset_catalog,工器具资产目录,creator_uid,varchar,YES,,创建人ID
sp_pd_im_asset_catalog,工器具资产目录,catalog_code,varchar,YES,,资产分类编码
sp_pd_im_asset_catalog,工器具资产目录,assets_equipment,varchar,YES,,资产状态标识（T 资产 F非资产 D低值易耗品 P自定义）
sp_pd_im_instrument,工器具台账(电网资源中心),id,varchar,YES,,主键
sp_pd_im_instrument,工器具台账(电网资源中心),belong_team_ocode,varchar,YES,,管理班组编码
sp_pd_im_instrument,工器具台账(电网资源中心),storage_location,varchar,YES,,存放地点
sp_pd_im_instrument,工器具台账(电网资源中心),belong_dept_ocode,varchar,YES,,所属部门编码
sp_pd_im_instrument,工器具台账(电网资源中心),instrument_state,varchar,YES,,工器具状态（1=未使用、2=使用中、3=维修中、4=送检中、5=待报废、6=已报废）
sp_pd_im_instrument,工器具台账(电网资源中心),storage_room_id,varchar,YES,,库房ID
sp_pd_im_instrument,工器具台账(电网资源中心),manage_uid,varchar,YES,,管理人ID
sp_pd_im_instrument,工器具台账(电网资源中心),instrument_type,varchar,YES,,工器具类型（1=生产手工具、2=安全工器具、3=测试设备、4=用电设备、5=特种设备、6=爬梯平台脚手架类）
sp_pd_im_instrument,工器具台账(电网资源中心),project_name,varchar,YES,,项目名称
sp_pd_im_instrument,工器具台账(电网资源中心),province_code,varchar,YES,,省编码
sp_pd_im_instrument,工器具台账(电网资源中心),instrument_source,varchar,YES,,工器具来源ID
sp_pd_im_instrument,工器具台账(电网资源中心),data_from,varchar,YES,,数据来源
sp_pd_im_instrument,工器具台账(电网资源中心),manage_uname,varchar,YES,,管理人名称
sp_pd_im_instrument,工器具台账(电网资源中心),update_time,datetime,YES,,数据更新时间
sp_pd_im_instrument,工器具台账(电网资源中心),instrument_code,varchar,YES,,工器具编码
sp_pd_im_instrument,工器具台账(电网资源中心),project_id,varchar,YES,,项目ID
sp_pd_im_instrument,工器具台账(电网资源中心),optimistic_lock_version,varchar,YES,,乐观锁版本
sp_pd_im_instrument,工器具台账(电网资源中心),instrument_source_id,varchar,YES,,工器具来源ID
sp_pd_im_instrument,工器具台账(电网资源中心),catalog_code,varchar,YES,,资产分类编码
sp_pd_im_instrument,工器具台账(电网资源中心),assets_equipment,varchar,YES,,资产状态标识（T=资产、F=非资产、D低值易耗品）
sp_pd_im_instrument,工器具台账(电网资源中心),asset_number,varchar,YES,,设备身份编号
sp_pd_im_instrument,工器具台账(电网资源中心),manufacturer_id,varchar,YES,,生产厂家ID
sp_pd_im_instrument,工器具台账(电网资源中心),create_time,datetime,YES,,创建时间
sp_pd_im_instrument,工器具台账(电网资源中心),belong_dept_oname,varchar,YES,,所属部门名称
sp_pd_im_instrument,工器具台账(电网资源中心),factory_date,datetime,YES,,出厂日期
sp_pd_im_instrument,工器具台账(电网资源中心),belong_team_oname,varchar,YES,,管理班组名称
sp_pd_im_instrument,工器具台账(电网资源中心),cycle_mode,varchar,YES,,检验周期维度（1=出厂日期、2=投运日期）
sp_pd_im_instrument,工器具台账(电网资源中心),bureau_code,varchar,YES,,局编码
sp_pd_im_instrument,工器具台账(电网资源中心),last_check_date,datetime,YES,,电气试验上次检验日期
sp_pd_im_instrument,工器具台账(电网资源中心),project_code,varchar,YES,,项目编码
sp_pd_im_instrument,工器具台账(电网资源中心),manufacturer_name,varchar,YES,,生产厂家名称
sp_pd_im_instrument,工器具台账(电网资源中心),belong_dept_oid,varchar,YES,,所属部门ID
sp_pd_im_instrument,工器具台账(电网资源中心),storage_room_name,varchar,YES,,库房名称
sp_pd_im_instrument,工器具台账(电网资源中心),daily_check_cycle,decimal,YES,,日常检查周期（月）
sp_pd_im_instrument,工器具台账(电网资源中心),storage_time,datetime,YES,,投运日期
sp_pd_im_instrument,工器具台账(电网资源中心),unit_name,varchar,YES,,数量单位
sp_pd_im_instrument,工器具台账(电网资源中心),voltage_grade,varchar,YES,,工器具电压等级(1=500kV、2=220kV、3=110kV、4=35kV、5=10kV、6=0.4kV、7=0.2kV)
sp_pd_im_instrument,工器具台账(电网资源中心),check_cycle,decimal,YES,,检验周期（月）
sp_pd_im_instrument,工器具台账(电网资源中心),service_life,decimal,YES,,使用年限（月）
sp_pd_im_instrument,工器具台账(电网资源中心),instrument_cost,varchar,YES,,工器具价值
sp_pd_im_instrument,工器具台账(电网资源中心),instrument_name,varchar,YES,,工器具名称
sp_pd_im_instrument,工器具台账(电网资源中心),code_value,varchar,YES,,实物ID
sp_pd_im_instrument,工器具台账(电网资源中心),belong_team_oid,varchar,YES,,管理班组ID
sp_pd_im_instrument,工器具台账(电网资源中心),instrument_classify,varchar,YES,,工器具类
sp_pd_im_instrument,工器具台账(电网资源中心),factory_number,varchar,YES,,出厂编号
sp_pd_im_instrument,工器具台账(电网资源中心),remarks,longtext,YES,,备注
sp_pd_oticket,操作票表,id,varchar,NO,PRI,主键ID
sp_pd_oticket,操作票表,ticket_state,varchar,YES,,状态（1=未审核；2=已初审；3=已生成；4=已归档；5=未执行；6=已作废；）
sp_pd_oticket,操作票表,power_grid_flag,varchar,YES,,主配网标识（1=主网；2=配网；）
sp_pd_oticket,操作票表,step_count,varchar,YES,,操作步骤数（条）
sp_pd_oticket,操作票表,archive_time,datetime,YES,,归档时间
sp_pd_oticket,操作票表,first_audit_uname,varchar,YES,,初审人名称
sp_pd_oticket,操作票表,province_code,varchar,YES,,省编码
sp_pd_oticket,操作票表,oticket_source,varchar,YES,,操作票来源（1=无源新增；2=手写补录；3=维护检修；4=调度令；5=故障抢修）
sp_pd_oticket,操作票表,bureau_name,varchar,YES,,地市局名称
sp_pd_oticket,操作票表,function_location_name,varchar,YES,,地点名称（功能位置名称）
sp_pd_oticket,操作票表,watch_uname,varchar,YES,,值班负责人名称
sp_pd_oticket,操作票表,take_order_time,datetime,YES,,受令时间
sp_pd_oticket,操作票表,operation_end_time,datetime,YES,,操作结束时间
sp_pd_oticket,操作票表,main_step_count,varchar,YES,,操作主步骤数（条）
sp_pd_oticket,操作票表,issue_order_uname,varchar,YES,,发令人名称
sp_pd_oticket,操作票表,create_time,datetime,YES,,创建时间
sp_pd_oticket,操作票表,create_oid,varchar,YES,,创建单位ID
sp_pd_oticket,操作票表,bureau_code,varchar,YES,,局编码
sp_pd_oticket,操作票表,take_order_uid,varchar,YES,,受令人ID
sp_pd_oticket,操作票表,oticket_type,varchar,YES,,操作票类型（1=根据调度令进行操作；2=根据本单位任务进行的操作；）
sp_pd_oticket,操作票表,watch_uid,varchar,YES,,值班负责人ID
sp_pd_oticket,操作票表,create_uid,varchar,YES,,创建人UID
sp_pd_oticket,操作票表,issue_order_uid,varchar,YES,,发令人ID
sp_pd_oticket,操作票表,province_name,varchar,YES,,省公司名称
sp_pd_oticket,操作票表,flow_state,varchar,YES,,工作流的状态（0=未上报；1=流程中；2=流程结束；）
sp_pd_oticket,操作票表,second_audit_uname,varchar,YES,,复审人名称
sp_pd_oticket,操作票表,operation_start_time,datetime,YES,,操作开始时间
sp_pd_oticket,操作票表,report_time,datetime,YES,,汇报时间
sp_pd_oticket,操作票表,is_lock,varchar,YES,,是否锁标识（1-是；2-否；）
sp_pd_oticket,操作票表,guardian_unames,varchar,YES,,监护人名称
sp_pd_oticket,操作票表,oticket_source_reason,longtext,YES,,手工开票原因
sp_pd_oticket,操作票表,operator_unames,varchar,YES,,操作人名称
sp_pd_oticket,操作票表,serial_no_start,varchar,YES,,起始票号
sp_pd_oticket,操作票表,process_ins_id,varchar,YES,,主要用于记录流程实例的ID
sp_pd_oticket,操作票表,check_opinion,longtext,YES,,审计意见
sp_pd_oticket,操作票表,receive_report_uid,varchar,YES,,接收汇报人ID
sp_pd_oticket,操作票表,report_uname,varchar,YES,,汇报人名称
sp_pd_oticket,操作票表,back_flag,varchar,YES,,审核不通过标识（1=审核不通过；）
sp_pd_oticket,操作票表,remark,longtext,YES,,备注
sp_pd_oticket,操作票表,create_oname,varchar,YES,,创建单位名称
sp_pd_oticket,操作票表,operation_task,longtext,YES,,操作任务
sp_pd_oticket,操作票表,serial_no_end,varchar,YES,,结束票号
sp_pd_oticket,操作票表,data_from,varchar,YES,,数据来源
sp_pd_oticket,操作票表,whether_nomative,varchar,YES,,规范标识(1=不规范 2=规范)
sp_pd_oticket,操作票表,update_time,datetime,YES,,数据更新时间
sp_pd_oticket,操作票表,take_order_uname,varchar,YES,,受令人名称
sp_pd_oticket,操作票表,generate_date,datetime,YES,,开票日期(生成日期)
sp_pd_oticket,操作票表,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_pd_oticket,操作票表,entry_uname,varchar,YES,,上报人名称
sp_pd_oticket,操作票表,issue_order_dept,varchar,YES,,发令单位（总调=TOTAL_DISPATCH；中调=CENTER_DISPATCH；地调=LAND_DISPATCH；县调=COUNTY_DISPATCH；配调=DIS_DISPATCH；自调=SELF_DISPATCH；监控班=MONITOR_CLASS）
sp_pd_oticket,操作票表,receive_report_uname,varchar,YES,,接收汇报人名称
sp_pd_oticket,操作票表,function_location_id,varchar,YES,,地点（功能位置ID）
sp_pd_oticket,操作票表,whether_qualified,varchar,YES,,合格标识(1=不合格 2=合格)
sp_pd_oticket,操作票表,report_uid,varchar,YES,,汇报人ID
sp_pd_oticket,操作票表,create_uname,varchar,YES,,创建人名称
sp_pd_oticket,操作票表,create_ocode,varchar,YES,,创建单位编码
sp_pd_oticket,操作票表,entry_uid,varchar,YES,,上报人ID
sp_pd_oticket,操作票表,first_audit_uid,varchar,YES,,初审人ID
sp_pd_oticket,操作票表,qualified_state,varchar,YES,,合格率状态（1=已上报；）
sp_pd_oticket,操作票表,second_audit_date,datetime,YES,,复审日期
sp_pd_oticket,操作票表,first_audit_date,datetime,YES,,初审日期
sp_pd_oticket,操作票表,agree_to_execute,varchar,YES,,同意执行标识（1=是；2=否）
sp_pd_oticket,操作票表,resource_id,varchar,YES,,票的资源信息
sp_pd_oticket,操作票表,second_audit_uid,varchar,YES,,复审人ID
sp_pd_oticket_business_re,操作票与外部关系关联表超高压,id,varchar,NO,PRI,主键ID
sp_pd_oticket_business_re,操作票与外部关系关联表超高压,update_time,datetime,YES,,数据更新时间
sp_pd_oticket_business_re,操作票与外部关系关联表超高压,create_time,datetime,YES,,创建时间
sp_pd_oticket_business_re,操作票与外部关系关联表超高压,oticket_id,varchar,YES,,操作票ID
sp_pd_oticket_business_re,操作票与外部关系关联表超高压,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_pd_oticket_business_re,操作票与外部关系关联表超高压,power_grid_flag,varchar,YES,,主配网标识(1-主网 2-配网)
sp_pd_oticket_business_re,操作票与外部关系关联表超高压,business_type,varchar,YES,,业务类型，枚举：1:无源新增；2：手写补录；3：维护检修；4：调度令；5：故障抢修；6：综合停电
sp_pd_oticket_business_re,操作票与外部关系关联表超高压,bureau_code,varchar,YES,,局编码
sp_pd_oticket_business_re,操作票与外部关系关联表超高压,business_code,varchar,YES,,业务标识，对应的业务单号，如计划单号、停电单号等
sp_pd_oticket_business_re,操作票与外部关系关联表超高压,province_code,varchar,YES,,省编码
sp_pd_oticket_business_re,操作票与外部关系关联表超高压,business_id,varchar,YES,,业务ID，根据业务类型决定存储的是何种业务的ID
sp_pd_oticket_business_re,操作票与外部关系关联表超高压,data_from,varchar,YES,,数据来源
sp_pd_pp_outage_info,生产计划停电超高压,id,varchar,NO,PRI,主键
sp_pd_pp_outage_info,生产计划停电超高压,update_time,datetime,YES,,更新时间
sp_pd_pp_outage_info,生产计划停电超高压,create_time,datetime,YES,,创建时间
sp_pd_pp_outage_info,生产计划停电超高压,apply_dept_oid,varchar,YES,,申请单位ID
sp_pd_pp_outage_info,生产计划停电超高压,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_pd_pp_outage_info,生产计划停电超高压,repair_type,varchar,YES,,检修类别(1:计划检修 2:临时检修 3:紧急检修 4:事故抢修 5:调度安排)
sp_pd_pp_outage_info,生产计划停电超高压,bureau_code,varchar,YES,,局编码
sp_pd_pp_outage_info,生产计划停电超高压,prod_plan_id,varchar,YES,,生产计划ID
sp_pd_pp_outage_info,生产计划停电超高压,apply_dept_oname,varchar,YES,,申请单位名称
sp_pd_pp_outage_info,生产计划停电超高压,province_code,varchar,YES,,省编码
sp_pd_pp_outage_info,生产计划停电超高压,system_require,longtext,YES,,对系统需求
sp_pd_pp_outage_info,生产计划停电超高压,data_from,varchar,YES,,数据来源
sp_pd_pp_plan,生产计划主表,id,varchar,NO,PRI,生产计划ID
sp_pd_pp_plan,生产计划主表,patrol_mode,varchar,YES,,巡视方式(0:常规人巡、2:机巡【多旋翼】、5:机巡【固定翼、直升机】、4:机器人巡视)
sp_pd_pp_plan,生产计划主表,affirm_uid,varchar,YES,,确认人ID
sp_pd_pp_plan,生产计划主表,power_grid_flag,varchar,YES,,电网类型(1:主网 2:配网)
sp_pd_pp_plan,生产计划主表,execute_download_state,varchar,YES,,执行环节下载状态(1:未下载 2:已下载 3:已上传)
sp_pd_pp_plan,生产计划主表,implement_mode,varchar,YES,,实施方式(0:无 1:自主开展 2:外委实施)
sp_pd_pp_plan,生产计划主表,plan_code,varchar,YES,,计划编码
sp_pd_pp_plan,生产计划主表,province_code,varchar,YES,,省编码
sp_pd_pp_plan,生产计划主表,is_need_week_refine,varchar,YES,,是否需要周计划细化(1:是 2:否)
sp_pd_pp_plan,生产计划主表,work_small_type,varchar,YES,,工作类别细类(1:全检 2:部检 3:新投产 6:首检 4:补充检验 5:保护升级后补充检验 7:状态检验 101:日常巡视 102:特殊巡视 103:夜间巡视 104:监察性巡视 105:专业巡视 106:故障巡视 11:A修 12:B1修 13:B2修 14:设备定期轮换试验)
sp_pd_pp_plan,生产计划主表,real_begin_time,datetime,YES,,实际开始时间
sp_pd_pp_plan,生产计划主表,voltage_grade_id,varchar,YES,,电压等级id
sp_pd_pp_plan,生产计划主表,plan_begin_week,varchar,YES,,计划开始时间所在星期(1:周一 2:周二 3:周三 4:周四 5:周五 6:周六 7:周日)
sp_pd_pp_plan,生产计划主表,plan_nature,varchar,YES,,计划性质(1:生产类 2:非生产类)
sp_pd_pp_plan,生产计划主表,creator_uid,varchar,YES,,创建人UID
sp_pd_pp_plan,生产计划主表,plan_state,varchar,YES,,计划状态(10:新增 20:审批中 30:待发布 40:已发布(未派工) 50:执行中 60:待确认 70:已完成 80:变更中 90:已取消 100:待月度发布)
sp_pd_pp_plan,生产计划主表,is_need_audit_temp_task,varchar,YES,,是否需审批的临时任务(0:无1:是2:否)
sp_pd_pp_plan,生产计划主表,create_time,datetime,YES,,创建时间
sp_pd_pp_plan,生产计划主表,speciality_big,varchar,YES,,专业大类(1:变电 2:输电 3:配电 4:发电 5:调度 6:其他)
sp_pd_pp_plan,生产计划主表,work_type,varchar,YES,,工作类型(1:预试 2:定检 3:巡视 4:检修 5:维护 6:消缺 7:操作 8:验收 9:安装、更换作业 10:测量 11:带电 12:工器具试验 13:配合(生产) 14:其他(生产) 15:反措 101:班务管理 102:技术培训 103:作业管理 104:图纸资料管理 105:安全活动 106:工器具管理 107:绩效管理 108:配合(非生产) 109:其它(非生产))
sp_pd_pp_plan,生产计划主表,bureau_code,varchar,YES,,局编码
sp_pd_pp_plan,生产计划主表,work_team_oname,varchar,YES,,工作班组名称
sp_pd_pp_plan,生产计划主表,affirm_time,datetime,YES,,确认时间
sp_pd_pp_plan,生产计划主表,updator_id,varchar,YES,,更新人ID
sp_pd_pp_plan,生产计划主表,start_work_time,datetime,YES,,开工时间
sp_pd_pp_plan,生产计划主表,monitor_opinion,varchar,YES,,班长评价(优 良 中 差)
sp_pd_pp_plan,生产计划主表,is_bequeath_question,varchar,YES,,是否遗留问题(1:是 2:否)
sp_pd_pp_plan,生产计划主表,flow_state,varchar,YES,,工作流状态
sp_pd_pp_plan,生产计划主表,work_team_oid,varchar,YES,,工作班组ID
sp_pd_pp_plan,生产计划主表,plan_end_time,datetime,YES,,计划结束时间
sp_pd_pp_plan,生产计划主表,special_work_item,varchar,YES,,其他工作项(1:反措任务 2:专项工作)
sp_pd_pp_plan,生产计划主表,plan_type,varchar,YES,,计划类型(1:年计划 2:月计划 3:周计划)
sp_pd_pp_plan,生产计划主表,bequeath_question,varchar,YES,,遗留问题描述
sp_pd_pp_plan,生产计划主表,process_ins_id,varchar,YES,,流程实例ID
sp_pd_pp_plan,生产计划主表,patrol_classify,varchar,YES,,巡视分类(1:变电 2:输电 3:配电)
sp_pd_pp_plan,生产计划主表,patrol_object_select_type,varchar,YES,,巡视对象选择类型(1:路线全巡 2:路线部分巡 3:设备台账)
sp_pd_pp_plan,生产计划主表,plan_begin_time,datetime,YES,,计划开始时间
sp_pd_pp_plan,生产计划主表,data_from,varchar,YES,,数据来源
sp_pd_pp_plan,生产计划主表,work_team_ocode,varchar,YES,,工作班组CODE
sp_pd_pp_plan,生产计划主表,creator_id,varchar,YES,,创建人ID
sp_pd_pp_plan,生产计划主表,speciality,varchar,YES,,专业(1:高压专业 2:化学专业 3:继保专业 4:自动化专业 5:通信专业 6:直流专业 7:电测专业 8:安自专业 9:热工仪表专业 10:变电运行 11:输电线路 12:输电电缆 13:带电专业 14:检修专业 15:配电专业 16:计量专业 17:站用电源)
sp_pd_pp_plan,生产计划主表,plan_source_type,varchar,YES,,计划来源类型
sp_pd_pp_plan,生产计划主表,update_time,datetime,YES,,数据更新时间
sp_pd_pp_plan,生产计划主表,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_pd_pp_plan,生产计划主表,working,varchar,YES,,工作方式(1:停电 2:不停电)
sp_pd_pp_plan,生产计划主表,plan_expire_date,datetime,YES,,计划到期日期
sp_pd_pp_plan,生产计划主表,work_site_names,longtext,YES,,工作地点名称集合
sp_pd_pp_plan,生产计划主表,is_deal_defect,varchar,YES,,是否已消缺(1:是 2:否)
sp_pd_pp_plan,生产计划主表,plan_res_date,datetime,YES,,计划发布日期
sp_pd_pp_plan,生产计划主表,real_end_time,datetime,YES,,实际结束时间
sp_pd_pp_plan,生产计划主表,work_dept_oid,varchar,YES,,工作部门ID
sp_pd_pp_plan,生产计划主表,creator_uname,varchar,YES,,创建人名称
sp_pd_pp_plan,生产计划主表,work_member_unames,varchar,YES,,工作成员名称集合
sp_pd_pp_plan,生产计划主表,plan_task_domain,varchar,YES,,作业域(1.生产域 2.基建域 3.营销域)
sp_pd_pp_plan,生产计划主表,risk_level,varchar,YES,,风险等级(1:特高 2:高 3:中 4:低 5:可接受)
sp_pd_pp_plan,生产计划主表,not_apply_outage,varchar,YES,,无须报停电(1:是)
sp_pd_pp_plan,生产计划主表,plan_task_type,varchar,YES,,计划性质（1:计划性 2:临时性）
sp_pd_pp_plan,生产计划主表,job_content,longtext,YES,,工作内容
sp_pd_pp_plan,生产计划主表,affirm_uname,varchar,YES,,确认人名称
sp_pd_pp_plan,生产计划主表,work_day,varchar,YES,,工期(天)
sp_pd_pp_plan,生产计划主表,work_master_uname,varchar,YES,,工作负责人名称
sp_pd_pp_plan,生产计划主表,work_result,longtext,YES,,工作结果
sp_pd_pp_plan,生产计划主表,work_master_uid,varchar,YES,,工作负责人ID
sp_pd_pp_plan,生产计划主表,work_dept_oname,varchar,YES,,工作部门名称
sp_pd_pp_plan,生产计划主表,base_voltage_id,varchar,YES,,基准电压等级ID
sp_pd_pp_plan_child,生产计划子表,id,varchar,NO,PRI,生产计划子表ID
sp_pd_pp_plan_child,生产计划子表,is_sync_update_combinfo,varchar,YES,,是否同步更新组合信息
sp_pd_pp_plan_child,生产计划子表,initial_plan_end_time,datetime,YES,,原始计划结束时间
sp_pd_pp_plan_child,生产计划子表,is_night_work,varchar,YES,,是否夜间作业(1:是2:否)
sp_pd_pp_plan_child,生产计划子表,execute_upload_date,datetime,YES,,工作执行上传时间
sp_pd_pp_plan_child,生产计划子表,temp_task_other_reason,longtext,YES,,临时性任务其他原因说明
sp_pd_pp_plan_child,生产计划子表,work_master_qualification,varchar,YES,,工作班成员资质校验(0未校核 1资质正常 2资质暂停 3资质过期 4黑名单 5无资质 6人证不一致)
sp_pd_pp_plan_child,生产计划子表,audit_complete_time,datetime,YES,,审批完成时间
sp_pd_pp_plan_child,生产计划子表,work_manager_uname,varchar,YES,,计划管理人名称
sp_pd_pp_plan_child,生产计划子表,is_need_construct_scheme,varchar,YES,,是否需要施工方案(1:是 2:否)
sp_pd_pp_plan_child,生产计划子表,finish_waitaffirm_time,datetime,YES,,完成待确认时间
sp_pd_pp_plan_child,生产计划子表,start_work_uname,varchar,YES,,开工人名称
sp_pd_pp_plan_child,生产计划子表,not_rel_object,varchar,YES,,无须关联工作对象(1:是)
sp_pd_pp_plan_child,生产计划子表,province_code,varchar,YES,,省编码
sp_pd_pp_plan_child,生产计划子表,initial_plan_year_begin_time,datetime,YES,,原始年计划开始时间
sp_pd_pp_plan_child,生产计划子表,not_rel_taskform_cause,varchar,YES,,无须关联指导书原因项(1:该项工作无需作业指导书 2:该项工作使用纸质作业指导书 3:其他原因)
sp_pd_pp_plan_child,生产计划子表,temp_task_reason,longtext,YES,,临时性作业任务原因
sp_pd_pp_plan_child,生产计划子表,is_exterior_dept,varchar,YES,,是否外单位(1:是 2:否)
sp_pd_pp_plan_child,生产计划子表,range_of_driving,varchar,YES,,普通出车用时(小时)
sp_pd_pp_plan_child,生产计划子表,is_apply_material,varchar,YES,,是否需申请物资(1:是 2:否)
sp_pd_pp_plan_child,生产计划子表,operations_type,varchar,YES,,广洲:现场作业类型(1:计划作业 2:一般临时作业 3:抢修作业)
sp_pd_pp_plan_child,生产计划子表,woek_team_full_path_name,longtext,YES,,工作班组全路径
sp_pd_pp_plan_child,生产计划子表,record_table_type,varchar,YES,,云南：记录表格类型（云南输电检测检修使用）(1:红外测温检测记录表 2:接地电阻检测记录表 3:接地网开挖检查记录表 4:氧化锌避雷器登检记录表 5:易发山火段统计表 6:交叉跨越测量记录统计表)
sp_pd_pp_plan_child,生产计划子表,need_relation_workticket,varchar,YES,,必须关联工作票(1:是)
sp_pd_pp_plan_child,生产计划子表,exterior_dept_name,varchar,YES,,外单位名称
sp_pd_pp_plan_child,生产计划子表,start_work_operate_mode,varchar,YES,,开工操作方式(1:移动端操作 2:服务端操作)
sp_pd_pp_plan_child,生产计划子表,plan_remark,longtext,YES,,备注
sp_pd_pp_plan_child,生产计划子表,is_dispatch_desk_instruct,varchar,YES,,是否调度台指令(1:是 2:否)
sp_pd_pp_plan_child,生产计划子表,is_produce_waste,varchar,YES,,是否产生危险废物(1:是 2:否)
sp_pd_pp_plan_child,生产计划子表,execute_state,varchar,YES,,工作执行细分状态0作业中1间断中
sp_pd_pp_plan_child,生产计划子表,create_time,datetime,YES,,创建时间
sp_pd_pp_plan_child,生产计划子表,not_rel_taskform,varchar,YES,,无须关联作业指导书(1:是 )
sp_pd_pp_plan_child,生产计划子表,bureau_code,varchar,YES,,局编码
sp_pd_pp_plan_child,生产计划子表,work_hour,varchar,YES,,工作时长(小时)
sp_pd_pp_plan_child,生产计划子表,work_need_count,varchar,YES,,作业饱和评估-工作所需人数
sp_pd_pp_plan_child,生产计划子表,updator_id,varchar,YES,,更新人ID
sp_pd_pp_plan_child,生产计划子表,merged_level,varchar,YES,,合并的级别集合（多个以;隔开差异化运维冗余）
sp_pd_pp_plan_child,生产计划子表,advert_proceeding,longtext,YES,,注意事项
sp_pd_pp_plan_child,生产计划子表,initial_plan_week_end_time,datetime,YES,,原始周计划结束时间
sp_pd_pp_plan_child,生产计划子表,prospect_mode,varchar,YES,,广洲:勘察方式(1:无需勘察 2:需勘察)
sp_pd_pp_plan_child,生产计划子表,personnel_count,varchar,YES,,人员总数
sp_pd_pp_plan_child,生产计划子表,data_belong_unit_oname,varchar,YES,,
sp_pd_pp_plan_child,生产计划子表,is_manual_fill_site,varchar,YES,,是否手工填写工作地点(1:是)
sp_pd_pp_plan_child,生产计划子表,flow_state,varchar,YES,,工作流状态
sp_pd_pp_plan_child,生产计划子表,start_work_uid,varchar,YES,,开工人ID
sp_pd_pp_plan_child,生产计划子表,initial_plan_week_begin_time,datetime,YES,,原始周计划开始时间
sp_pd_pp_plan_child,生产计划子表,is_need_audit_week_task,varchar,YES,,是否周计划计划性审批(1:是)
sp_pd_pp_plan_child,生产计划子表,is_need_instrument,varchar,YES,,是否需要使用工器具：1是
sp_pd_pp_plan_child,生产计划子表,is_add_workwrit,varchar,YES,,广洲:是否办票(1:是 2:否)
sp_pd_pp_plan_child,生产计划子表,old_risk_level,varchar,YES,,历史风险等级
sp_pd_pp_plan_child,生产计划子表,not_rel_voiture,varchar,YES,,无须关联车辆信息(1:是)
sp_pd_pp_plan_child,生产计划子表,data_belong_unit_ocode,varchar,YES,,
sp_pd_pp_plan_child,生产计划子表,maintenance_small_type,varchar,YES,,维护类别细化(30=日常巡维，31=差异化运维(差异化运维冗余))
sp_pd_pp_plan_child,生产计划子表,creator_id,varchar,YES,,创建人ID
